ID	Name	TYPE1	TYPE2	STAND	WALK
2634	Miss Schism	0	193	1673	-1
2635	Bob	0	41	9158	9157
2636	Bob	0	41	9158	9157
2637	Sphinx	0	1563	11895	11896
2638	Neite	0	41	9158	9157
2639	Robert the Strong	0	4	808	819
2640	Odysseus	0	1059	2668	2667
2641	Dragonkin	0	257	2688	2689
2642	King Black Dragon	0	1057	90	4635
2643	R4ng3rNo0b889	0	4	808	819
2644	Love Cats	0	1055	9196	9197
2645	Love Cats	0	1061	9194	-1
2646	Neite	0	1056	9165	9165
2647	Bob	0	1056	9165	9165
2648	Beite	0	127	9158	9156
2649	Gnome	0	108	195	189
2650	Gnome	0	1058	2691	189
2651	Odysseus	0	1060	2666	2666
2653	Neite	0	41	9158	9157
2655	Unferth	0	4	808	819
2656	Unferth	0	4	808	819
2657	Unferth	0	4	808	819
2658	Unferth	0	4	808	819
2659	Unferth	0	4	808	819
2660	Reldo	0	4	808	819
2661	Reldo	0	4	808	819
2662	Lazy cat	0	41	9158	9157
2663	Lazy cat	0	41	9158	9157
2664	Lazy cat	0	41	9158	9157
2665	Lazy cat	0	41	9158	9157
2666	Lazy cat	0	41	9158	9157
2667	Lazy cat	0	41	9158	9157
2668	Wily cat	0	41	9158	9157
2669	Wily cat	0	41	9158	9157
2670	Wily cat	0	41	9158	9157
2671	Wily cat	0	41	9158	9157
2672	Wily cat	0	41	9158	9157
2673	Wily cat	0	41	9158	9157
2674	Thief	16	4	808	819
2675	Man	2	53	813	1146
2676	Make-over Mage	0	29	813	1205
2677	Highwayman	5	4	808	819
2678	Goblin	2	86	6181	6180
2679	Goblin	2	86	6181	6180
2680	Goblin	2	86	6181	6180
2681	Goblin	2	86	6181	6180
2682	Rat	1	101	2704	2703
2683	Hengel	2	4	808	819
2684	Anja	2	4	808	819
2685	Hobgoblin	28	88	166	162
2686	Hobgoblin	28	88	166	162
2687	Hobgoblin	28	88	166	162
2688	Hobgoblin	28	88	166	162
2689	Frog	0	37	1796	1797
2690	Jack Seagull	0	79	1322	1323
2691	Longbow Ben	0	79	1322	1323
2692	Ahab	0	80	1137	1323
2693	Duck	1	742	6818	6817
2694	Duckling	1	742	6818	6817
2695	Pirate	23	35	7188	7191
2696	Thief	16	81	2702	819
2697	Mugger	6	1395	2701	819
2698	Black knight	33	4	808	819
2699	Guard	21	4	808	819
2700	Guard	21	4	808	819
2701	Guard	21	4	808	819
2702	Guard	21	4	808	819
2703	Guard	21	4	808	819
2704	Guard	0	1396	2700	819
2705	Guard	0	4	808	819
2706	Crab	0	82	1310	1311
2707	Seagull	0	83	6771	6773
2708	Seagull	0	83	6771	6773
2709	Fire wizard	13	29	813	1205
2710	Water wizard	13	29	813	1205
2711	Earth wizard	13	29	813	1205
2712	Air wizard	13	29	813	1205
2713	Malignius Mortifer	0	4	808	819
2714	Zombie	0	84	5572	5570
2715	Skeleton	0	71	5483	5479
2716	Ghost	0	74	5530	5531
2717	Skeleton mage	0	71	5483	5479
2718	Betty	0	4	808	819
2719	Grum	0	4	808	819
2720	Gerrant	0	29	813	1205
2721	Wydin	0	4	808	819
2722	Fishing spot	0	178	9645	9645
2723	Zanik	0	214	6040	6041
2724	Fishing spot	0	178	9645	9645
2725	Otto Godblessed	0	4	808	819
2726	Gull	0	83	6771	6773
2727	Gull	0	83	6771	6773
2728	Monk of Entrana	0	4	808	819
2729	Monk of Entrana	0	53	813	1146
2730	Monk of Entrana	0	4	808	819
2731	Monk of Entrana	0	29	813	1205
2732	Master Crafter	0	4	808	819
2733	Master Crafter	0	4	808	819
2734	Tz-Kih	22	484	9228	9229
2735	Tz-Kih	22	484	9228	9229
2736	Tz-Kek	45	482	9236	9237
2737	Tz-Kek	45	482	9236	9237
2738	Tz-Kek	22	483	9236	9238
2739	Tok-Xil	90	197	9241	9240
2740	Tok-Xil	90	197	9241	9240
2741	Yt-MejKot	180	478	9250	9251
2742	Yt-MejKot	180	478	9250	9251
2743	Ket-Zek	360	477	9267	9264
2744	Ket-Zek	360	477	9267	9264
2745	TzTok-Jad	702	485	9274	9273
2746	Yt-HurKot	108	479	9255	9256
2747	Solus Dellagar	0	29	813	1205
2748	Savant	0	236	2256	-1
2749	Lord Daquarius	0	4	808	819
2750	Solus Dellagar	0	29	813	1205
2751	Black Knight	0	4	808	819
2752	Lord Daquarius	0	1093	2724	2724
2753	Mage of Zamorak	0	4	808	819
2754	Mage of Zamorak	0	1095	2726	2726
2755	Mage of Zamorak	0	1094	2727	2727
2776	Woman	0	4	808	819
2777	Black Knight	32	4	808	819
2778	Black Knight	32	4	808	819
2779	Ranger	0	1092	2728	819
2780	Solus Dellagar	0	29	813	1205
2781	Gnome guard	0	108	195	189
2782	Shadow	73	836	2740	2737
2783	Dark beast	182	833	2730	2729
2784	Mourner	0	29	813	1205
2785	Slave	0	834	1728	819
2786	Slave	0	835	830	819
2787	Slave	0	4	808	819
2789	Thorgel	0	2	101	98
2790	Sergeant Damien	0	4	808	819
2791	Pillory guard	0	4	808	819
2792	Tramp	0	4	808	819
2793	Tramp	0	4	808	819
2794	Tramp	0	4	808	819
2796	Skippy	0	-1	-1	-1
2797	Skippy	0	-1	-1	-1
2798	Skippy	0	-1	-1	-1
2799	Skippy	0	-1	-1	-1
2800	A pile of broken glass	0	-1	-1	-1
2801	Ogre	63	1477	11462	10625
2802	Gnome Coach	0	108	195	189
2803	Lizard	42	639	2774	2775
2804	Desert Lizard	24	640	2774	2775
2805	Desert Lizard	24	640	2774	2775
2806	Desert Lizard	24	640	2774	2775
2807	Small Lizard	12	641	2774	2775
2808	Small Lizard	12	641	2774	2775
2809	Al the Camel	0	109	9669	9670
2810	Elly the Camel	0	109	9669	9670
2811	Ollie the Camel	0	109	9669	9670
2812	Cam the Camel	0	109	9669	9670
2814	Alice the Camel	0	109	9669	9670
2815	Neferti the Camel	0	109	9669	9670
2820	Ali the Smith	0	4	808	819
2821	Ali the Farmer	0	4	808	819
2822	Ali the Tailor	0	4	808	819
2823	Ali the Guard	0	4	808	819
2824	Ellis	0	4	808	819
2825	Pirate Pete	0	40	7188	7189
2826	Pirate Pete	0	40	7188	7189
2827	Captain Braindeath	0	35	7188	7191
2828	50% Luke	0	919	5586	5585
2829	Davey	0	35	7188	7191
2830	Captain Donnie	0	918	5656	5655
2831	Zombie protester	0	921	5584	5583
2832	Zombie protester	0	921	5584	5583
2833	Zombie protester	0	921	5584	5583
2834	Zombie protester	0	921	5584	5583
2835	Zombie protester	0	921	5584	5583
2836	Zombie protester	0	921	5584	5583
2837	Zombie pirate	57	262	5646	5645
2838	Zombie pirate	57	263	5650	5652
2839	Zombie pirate	57	263	5650	5652
2840	Zombie pirate	57	263	5650	5652
2841	Zombie pirate	57	262	5646	5645
2842	Zombie pirate	57	262	5646	5645
2843	Zombie swab	55	262	5646	5645
2844	Zombie swab	55	262	5646	5645
2845	Zombie swab	55	263	5650	5652
2846	Zombie swab	55	263	5650	5652
2847	Zombie swab	55	262	5646	5645
2848	Zombie swab	55	262	5646	5645
2849	Evil spirit	150	920	2803	2802
2850	Fever spider	49	283	5318	5317
2851	Brewer	0	4	808	819
2852	Brewer	0	4	808	819
2853	Brewer	0	4	808	819
2854	Brewer	0	4	808	819
2855	Brewer	0	4	808	819
2856	Brewer	0	4	808	819
2857	Brewer	0	4	808	819
2858	Brewer	0	4	808	819
2859	Fishing spot	0	178	9645	9645
2860	Amaethwr	0	4	808	819
2861	Teclyn	0	4	808	819
2862	Death	0	607	847	819
2863	Zombie	0	4	808	819
2864	Most of a Zombie	0	4	808	819
2865	Most of a Zombie	0	592	2816	2815
2866	Zombie	0	4	808	819
2867	Most of a Zombie	0	4	808	819
2868	Zombie Head	0	591	2818	2818
2869	Zombie	0	4	808	819
2870	Half-Zombie	0	589	2825	2823
2871	Other Half-Zombie	0	590	2826	2824
2872	Child	0	108	195	189
2873	Child	0	108	195	189
2874	Child	0	108	195	189
2875	Child	0	108	195	189
2876	Child	0	108	195	189
2877	Child	0	108	195	189
2878	Zombie	0	-1	-1	-1
2879	Bardur	94	119	813	819
2880	Dagannoth fledgeling	70	456	2774	2775
2881	Dagannoth Supreme	303	453	2850	2849
2882	Dagannoth Prime	303	453	2850	2849
2883	Dagannoth Rex	303	453	2850	2849
2884	Wallasalki	98	225	2364	2363
2885	Giant Rock Crab	137	82	1310	1311
2886	Boulder	0	-1	-1	-1
2887	Dagannoth	88	196	1338	1339
2888	Dagannoth	90	196	1338	1339
2889	Rock lobster	127	454	2858	2857
2890	Rock	0	-1	-1	-1
2891	Suspicious water	34	-1	-1	-1
2892	Spinolyp	76	455	2867	2863
2893	Suspicious water	34	-1	-1	-1
2894	Spinolyp	76	455	2867	2863
2895	Suspicious water	34	-1	-1	-1
2896	Spinolyp	76	455	2867	2863
2899	Father Reen	0	53	813	1146
2900	Father Reen	0	4	808	819
2902	Father Badden	0	4	808	819
2903	Father Badden	0	4	808	819
2904	Denath	0	4	808	819
2905	Denath	0	4	808	819
2906	Eric	0	4	808	819
2907	Eric	0	4	808	819
2909	Evil Dave	0	4	808	819
2910	Evil Dave	0	4	808	819
2911	Matthew	0	4	808	819
2912	Matthew	0	4	808	819
2913	Jennifer	0	4	808	819
2914	Jennifer	0	4	808	819
2915	Tanya	0	4	808	819
2916	Tanya	0	4	808	819
2917	Patrick	0	4	808	819
2918	Patrick	0	4	808	819
2919	Agrith Naar	100	201	4675	4674
2921	Sand storm	0	1173	2882	2882
2927	Clay golem	0	241	1913	1912
2928	Clay golem	0	241	1913	1912
2931	Ghost	0	74	5530	5531
2932	Jorral	0	4	808	819
2934	Melina	0	935	2893	-1
2935	Melina	0	4	808	819
2937	Droalak	0	935	2893	-1
2938	Droalak	0	4	808	819
2939	Dron	0	4	808	819
2940	Blanin	0	4	808	819
2941	The Beast	0	41	9158	9157
2942	Bellemorde	0	41	9158	9157
2943	Pox	0	41	9158	9157
2944	Pox	0	41	9158	9157
2945	Bones	0	127	9158	9156
2946	Grimesquit	0	4	808	819
2947	Phingspet	0	4	808	819
2948	Hooknosed Jack	0	4	808	819
2949	Jimmy Dazzler	0	53	813	1146
2950	The Face	0	53	813	1146
2951	Felkrash	0	4	808	819
2952	Smokin' Joe	0	2	101	98
2953	Ceril Carnillean	0	4	808	819
2954	Councillor Halgrive	0	4	808	819
2955	Spice seller	0	4	808	819
2956	Fur trader	0	4	808	819
2957	Gem merchant	0	4	808	819
2958	Silver merchant	0	4	808	819
2959	Silk merchant	0	4	808	819
2960	Zenesha	0	4	808	819
2961	Ali Morrisane	0	4	808	819
2962	Guard	0	4	808	819
2963	Guard	0	4	808	819
2964	Guard	0	4	808	819
2965	Guard	0	4	808	819
2966	Guard	0	4	808	819
2967	Guard	0	4	808	819
2968	Guard	0	4	808	819
2969	Guard	0	4	808	819
2970	Guard	0	4	808	819
2971	Guard	0	4	808	819
2972	Guard	0	4	808	819
2973	Guard	0	4	808	819
2980	Rat	0	-1	-1	-1
2981	Rat	0	101	2704	2703
2982	King rat	0	101	2704	2703
2983	Turbogroomer	0	41	9158	9157
2984	Pusskins	0	41	9158	9157
2985	Loki	0	41	9158	9157
2986	Captain Tom	0	41	9158	9157
2987	Treacle	0	41	9158	9157
2988	Mittens	0	41	9158	9157
2989	Claude	0	127	9158	9156
2990	Topsy	0	127	9158	9156
2991	Rauborn	0	2	101	98
2992	Vaeringk	0	2	101	98
2993	Oxi	0	212	2155	2154
2994	Fior	0	2	101	98
2995	Sagira	0	2	101	98
2996	Anleif	0	2	101	98
2997	Gertrude's cat	0	41	9158	9157
2998	Gambler	0	53	813	1146
2999	Gambler	0	53	813	1146
3000	Barman	0	4	808	819
3001	Gambler	0	4	808	819
3002	Gambler	0	4	808	819
3003	Gambler	0	4	808	819
3004	Gambler	0	4	808	819
3005	Gambler	0	4	808	819
3006	Gambler	0	4	808	819
3007	Rat	0	-1	-1	-1
3008	Rat	0	101	2704	2703
3009	Rat	0	101	2704	2703
3010	Rat	0	101	2704	2703
3011	Rat	0	101	2704	2703
3012	Rat	0	101	2704	2703
3013	Rat	0	101	2704	2703
3014	Rat	0	101	2704	2703
3015	Rat	0	101	2704	2703
3016	Rat	0	101	2704	2703
3017	Rat	0	101	2704	2703
3018	Rat	0	101	2704	2703
3019	Fishing spot	0	178	9645	9645
3020	Rug Merchant	0	4	808	819
3021	Tool leprechaun	0	669	103	334
3022	Genie	0	998	792	-1
3023	Nirrie	0	126	2906	2907
3024	Tirrie	0	997	2908	2907
3025	Hallak	0	126	2906	2907
3026	Black golem	75	241	1913	1912
3027	White golem	75	241	1913	1912
3028	Grey golem	75	241	1913	1912
3029	Ghaslor the Elder	0	4	808	819
3030	Ali the Carter	0	4	808	819
3031	Usi	0	4	808	819
3032	Nkuku	0	4	808	819
3033	Garai	0	4	808	819
3034	Habibah	0	4	808	819
3035	Meskhenet	0	4	808	819
3036	Zahra	0	4	808	819
3037	Zahur	0	4	808	819
3038	Seddu	0	4	808	819
3039	Kazemde	0	4	808	819
3040	Awusah the Mayor	0	29	813	1205
3041	Tarik	21	29	813	1205
3042	Poltenip	21	29	813	1205
3043	Radat	21	29	813	1205
3044	Shiratti the Custodian	0	29	813	1205
3045	Rokuh	0	996	2911	2912
3046	Nardah Banker	0	92	808	808
3047	Target	0	-1	-1	-1
3048	Target	0	-1	-1	-1
3050	Larxus	0	4	808	819
3051	Mystery figure	0	1259	2939	2562
3052	Mystery figure	0	1263	2942	-1
3053	Mystery figure	0	1260	2943	189
3054	Mystery figure	0	1267	9299	9299
3055	Mystery figure	0	1268	6542	-1
3056	Mystery figure	0	1261	2940	1205
3057	Earth Warrior Champion	102	1264	2945	2947
3058	Giant Champion	56	1265	6371	6372
3059	Ghoul Champion	85	122	1275	819
3060	Goblin Champion	24	199	6139	6138
3061	Hobgoblin Champion	56	1262	2958	162
3062	Imp Champion	14	130	171	168
3063	Jogre Champion	107	321	10626	10625
3064	Lesser Demon Champion	162	201	4675	4674
3065	Skeleton Champion	40	1266	5510	5511
3066	Zombies Champion	51	1269	5573	5582
3067	Leon d'Cour	141	103	2561	2562
3068	Skeletal Wyvern	140	645	2984	2982
3069	Skeletal Wyvern	140	645	2984	2982
3070	Skeletal Wyvern	140	645	2984	2982
3071	Skeletal Wyvern	140	645	2984	2982
3072	Ice giant	53	1409	4670	4669
3073	Ice warrior	57	111	842	841
3075	Monk	0	-1	-1	-1
3077	Dead Monk	0	813	2995	-1
3078	High Priest	0	4	808	819
3079	Monk	0	29	813	1205
3080	Monk	0	814	2993	2994
3081	Assassin	0	29	813	1205
3082	Rosie	0	612	3008	3012
3083	Sorcha	0	612	3008	3012
3084	Cait	0	612	3008	3012
3085	Cormac	0	612	3008	3012
3086	Fionn	0	612	3008	3012
3087	Donnacha	0	612	3008	3012
3088	Ronan	0	612	3008	3012
3089		0	-1	-1	-1
3090		0	-1	-1	-1
3091		0	-1	-1	-1
3092	Hooded Stranger	0	4	808	819
3094	Flying Book	0	584	3023	3023
3095	Flying Book	0	584	3023	3023
3096	Pizzaz Hat	1	-1	-1	-1
3097	Entrance Guardian	0	582	3033	3034
3098	Telekinetic Guardian	0	582	3033	3034
3099	Alchemy Guardian	0	583	3033	3035
3100	Enchantment Guardian	0	582	3033	3034
3101	Graveyard Guardian	0	583	3033	3035
3102	Maze Guardian	0	582	3033	3034
3103	Rewards Guardian	0	583	3033	3035
3104	Charmed Warrior	0	585	3026	3027
3105	Charmed Warrior	0	585	3026	3027
3106	Charmed Warrior	0	585	3026	3027
3107	Charmed Warrior	0	585	3026	3027
3108	Bert	0	4	808	819
3109	Guard Captain	0	290	3040	3039
3112	Sandy	0	4	808	819
3113	Sandy	0	1033	3036	819
3114	Mazion	0	4	808	819
3115	Blaec	0	4	808	819
3116	Reeso	0	4	808	819
3117	Zanik	0	214	6040	6041
3118	Prison Pete	0	4	808	819
3119	Balloon animal	0	682	3049	3048
3120	Balloon animal	0	683	3049	3050
3121	Balloon animal	0	682	3049	3048
3122	Balloon animal	0	682	3049	3048
3123	Simon Templeton	0	4	808	819
3124	Pyramid block	0	-1	-1	-1
3125	Pyramid block	0	-1	-1	-1
3126	Pentyn	0	1077	10000	819
3127	Aristarchus	0	4	808	819
3129	Boneguard	0	1078	3073	3078
3130	Pile of bones	0	-1	-1	-1
3131	Desert Spirit	0	252	2334	2333
3133	Crust of ice	0	-1	-1	-1
3135	Furnace grate	0	4	808	819
3137	Enakhra	0	4	808	819
3138	Enakhra	0	4	808	819
3140	Boneguard	0	1078	3073	3078
3141	Akthanakos	0	4	808	819
3142	Akthanakos	0	4	808	819
3147	Lazim	0	29	813	1205
3148	Enakhra	0	4	808	819
3149	Akthanakos	0	4	808	819
3150	Knight	0	103	2561	2562
3151	Skeleton	1	71	5483	5479
3153	Harpie Bug Swarm	46	638	3108	3108
3154	Count Draynor	34	-1	-1	-1
3155	Bill Teach	0	35	7188	7191
3156	Bill Teach	0	35	7188	7191
3158	Bill Teach	0	35	7188	7191
3159	Bill Teach	0	35	7188	7191
3160	Bill Teach	0	35	7188	7191
3161	Charley	0	40	7188	7189
3162	Smith	0	35	7188	7191
3163	Joe	0	35	7188	7191
3164	Mama	0	4	808	819
3165	Mama	0	4	808	819
3166	Mike	0	35	7188	7191
3167	Pirate	0	35	7188	7191
3168	Pirate	0	35	7188	7191
3169	Pirate	0	35	7188	7191
3170	Pirate	0	35	7188	7191
3171	Pirate	0	35	7188	7191
3172	Pirate	0	40	7188	7189
3173	Pirate	0	35	7188	7191
3174	Pirate	0	35	7188	7191
3175	Pirate	0	35	7188	7191
3176	Pirate	0	35	7188	7191
3177	Pirate	0	35	7188	7191
3178	Pirate	0	35	7188	7191
3179	Pirate	0	35	7188	7191
3180	Pirate	0	35	7188	7191
3181	Pirate	0	35	7188	7191
3182	Pirate	0	40	7188	7189
3183	Pirate	0	35	7188	7191
3184	Pirate	0	35	7188	7191
3185	Pirate	0	35	7188	7191
3186	Pirate	0	35	7188	7191
3187	Pirate	57	35	7188	7191
3188	Pirate	57	35	7188	7191
3189	Pirate	57	35	7188	7191
3190	Pirate	57	35	7188	7191
3191	Pirate	57	35	7188	7191
3192	Pirate	57	40	7188	7189
3193	Pirate	57	35	7188	7191
3194	Pirate	57	35	7188	7191
3195	Pirate	57	35	7188	7191
3196	Pirate	57	35	7188	7191
3197	Gull	0	83	6771	6773
3198	Banker	0	92	808	808
3199	Banker	0	92	808	808
3200	Chaos Elemental	305	392	3144	3145
3201	Killerwatt	55	633	11935	11936
3202	Killerwatt	55	632	11940	11941
3203	Storm Cloud	0	36	3169	3169
3204	Storm Cloud	0	626	3168	3167
3205	Romily Weaklax	0	4	808	819
3206	Zanik	0	1449	11390	11391
3207	Zanik	0	214	6040	6041
3208	Zanik	0	-1	-1	-1
3209	Elena	0	4	808	819
3210	Alrena	0	841	3185	819
3211	Alrena	0	843	364	819
3212	Bravek	0	842	3186	819
3215	Elena	0	4	808	819
3216	Mourner	0	4	808	819
3217	Kaylee	0	4	808	819
3218	Tina	0	4	808	819
3219	Dwarf	11	2	101	98
3220	Dwarf	11	2	101	98
3221	Dwarf	10	2	101	98
3222	Drunken man	3	52	2770	2769
3223	Man	2	4	808	819
3224	Man	2	4	808	819
3225	Man	2	53	813	1146
3226	Woman	2	4	808	819
3227	Dell Monti	0	35	7188	7191
3228	Guard	21	4	808	819
3229	Guard	22	51	4591	4226
3230	Guard	19	4	808	819
3231	Guard	22	4	808	819
3232	Guard	22	4	808	819
3233	Guard	22	4	808	819
3234	Gardener	3	4	808	819
3235	Apprentice workman	0	54	808	819
3236	Workman	0	54	808	819
3237	Cuffs	3	4	808	819
3238	Narf	2	4	808	819
3239	Rusty	2	4	808	819
3240	Jeff	2	4	808	819
3241	Guard	19	4	808	819
3242	Dark wizard	23	4	808	819
3243	Dark wizard	22	4	808	819
3244	Dark wizard	11	4	808	819
3245	Dark wizard	11	4	808	819
3246	Barbarian	17	102	2065	2064
3247	Barbarian	10	103	2561	2562
3248	Barbarian	17	102	2065	2064
3249	Barbarian	17	103	2561	2562
3250	Barbarian	10	102	2065	2064
3251	Barbarian	10	103	2561	2562
3252	Barbarian	10	102	2065	2064
3253	Barbarian	17	103	2561	2562
3254	Hunding	0	4	808	819
3255	Barbarian	10	103	2561	2562
3256	Barbarian	10	103	2561	2562
3257	Barbarian	10	102	2065	2064
3258	Barbarian	10	103	2561	2562
3259	Barbarian	15	4	808	819
3260	Barbarian	17	29	813	1205
3261	Barbarian	10	29	813	1205
3262	Barbarian	10	29	813	1205
3263	Barbarian	9	29	813	1205
3264	Goblin	5	87	6186	6187
3265	Goblin	5	87	6186	6187
3266	Goblin	5	87	6186	6187
3267	Goblin	5	87	6186	6187
3268	Dwarf	11	2	101	98
3269	Dwarf	11	2	101	98
3270	Dwarf	11	2	101	98
3271	Dwarf	11	2	101	98
3272	Dwarf	10	2	101	98
3273	Dwarf	11	2	101	98
3274	Dwarf	11	2	101	98
3275	Dwarf	7	2	101	98
3276	Black Guard	25	2	101	98
3277	Black Guard	25	2	101	98
3278	Black Guard	25	2	101	98
3279	Black Guard	25	2	101	98
3280	Engineering assistant	0	806	3208	3207
3281	Engineering assistant	0	806	3208	3207
3282	Engineer	0	2	101	98
3283	Squirrel	0	808	3211	3210
3284	Squirrel	0	809	3212	3210
3285	Squirrel	0	809	3212	3210
3286	Raccoon	0	807	7718	7719
3287	Raccoon	0	807	7718	7719
3288	Raccoon	0	807	7718	7719
3291	Skeleton	22	70	5483	5481
3292	Witch	25	4	808	819
3294	Dwarf	0	2	101	98
3295	Dwarf	0	2	101	98
3296	Swan	0	1420	3242	3241
3297	Black swan	0	1420	3242	3241
3298	Sweeper	0	586	3244	3245
3299	Martin the Master Gardener	0	4	808	819
3300	Frog	0	37	1796	1797
3301	Storm cloud	0	36	3169	3169
3302	Co-ordinator	0	32	112	106
3303	Fairy Nuff	0	32	112	106
3304	Fairy Godfather	0	-1	-1	-1
3305	Slim Louie	0	-1	-1	-1
3306	Fat Rocco	0	-1	-1	-1
3307	Gatekeeper	0	4	808	819
3308	Zandar Horfyre	0	29	813	1205
3309	Cow	2	66	5852	5848
3310	Sheep	0	64	5335	5334
3311	Sheep	0	63	5339	5340
3312	Zanaris choir	0	703	3252	3253
3313	Tanglefoot	111	706	3259	3261
3319	Baby tanglefoot	45	706	3259	3261
3320	Baby tanglefoot	45	706	3259	3261
3321	Gatekeeper	0	-1	-1	-1
3322	Fairy chef	0	32	112	106
3324	Draul Leptoc	0	4	808	819
3325	Phillipa	0	4	808	819
3326	Martina Scorsby	0	1031	3281	-1
3327	Jeremy Clerksin	0	1032	3282	-1
3328	Tarquin	0	47	808	-1
3329	Sigurd	0	4	808	819
3330	Hari	0	4	808	819
3331	Barfy Bill	0	4	808	819
3332	Trees	0	-1	-1	-1
3333	Trees	0	-1	-1	-1
3334	Cavemouth	0	-1	-1	-1
3335	Bullrush	0	-1	-1	-1
3336	Bullrush	0	-1	-1	-1
3337	Cave scenery	0	-1	-1	-1
3338	Cave scenery	0	-1	-1	-1
3339	Cave scenery	0	-1	-1	-1
3340	Giant Mole	230	316	3309	3313
3341	Baby Mole	0	317	3309	3313
3342	Baby Mole	0	317	3309	3313
3343	Baby Mole	0	317	3309	3313
3344	Fungi	74	648	3328	3328
3345	Fungi	86	648	3328	3328
3346	Zygomite	74	646	3324	3323
3347	Zygomite	86	647	3324	3322
3348	White Knight	38	78	7047	7046
3349	White Knight	39	78	7047	7046
3350	White Knight	42	78	7047	7046
3351	Genie	0	666	792	792
3352	Mysterious Old Man	0	4	808	819
3353	Zanik	75	1448	6040	6041
3354	Zanik	75	1448	6040	6041
3355	Zanik	75	1448	6040	6041
3356	Niles	0	4	808	819
3357	Miles	0	4	808	819
3358	Giles	0	4	808	819
3359	Zanik	75	1448	6040	6041
3360	Zanik	75	214	6040	6041
3361	Zanik	0	214	6040	6041
3362	Zanik	0	214	6040	6041
3364	Zanik	75	1449	11390	11391
3365	Zanik	75	214	6040	6041
3366	Zanik	0	1444	11304	-1
3367	Zanik	0	214	6040	6041
3368	Zanik	0	-1	-1	-1
3369	Zanik	0	214	6040	6041
3370	Zanik	0	214	6040	6041
3371	Zanik	0	1448	6040	6041
3372	Sir Amik Varze	0	153	3396	3396
3374	Sir Amik Varze	0	769	3371	3371
3375	Evil Chicken	159	50	2298	2297
3376	Baby black dragon	83	194	27	21
3377	K'klik	0	770	3346	-1
3378	Evil Dave	0	4	808	819
3380	Evil Dave	0	153	3396	3396
3381	Doris	0	4	808	819
3382	Hell-Rat	0	101	2704	2703
3385	Gypsy	0	4	808	819
3386	Gypsy	0	4	808	819
3387	Culinaromancer	0	738	3365	3365
3388	Osman	0	759	9876	9876
3389	Pirate Pete	0	758	9875	9875
3390	Mountain Dwarf	0	752	3379	3379
3391	General Wartface	0	754	3395	3395
3392	General Bentnoze	0	753	9650	9650
3393	Lumbridge Guide	0	755	9872	9872
3394	Evil Dave	0	757	9874	9874
3395	Sir Amik Varze	0	756	9873	9873
3396	Awowogei	0	760	3390	3390
3397	Awowogei	0	177	1386	1380
3398	Skrach Uglogwee	0	1043	11450	11450
3400	Culinaromancer	0	4	808	819
3402	An old Dwarf	0	-1	-1	-1
3403	Rohak	0	-1	-1	-1
3405	Rohak	0	-1	-1	-1
3406	Icefiend	18	8	8077	8076
3407	Guard	21	105	7222	7223
3408	Guard	21	107	7217	7216
3409	Wild jade vine	167	804	7245	-1
3410	Wild jade vine	167	804	7245	-1
3411	Wild jade vine	167	804	7245	-1
3412	Wild jade vine	167	804	7245	-1
3413	Goblin Cook	0	86	6181	6180
3414	Goblin Cook	0	86	6181	6180
3415	Goblin Cook	0	730	3401	3401
3416	Pirate Pete	0	153	3396	3396
3418	Pirate Pete	0	747	3374	3374
3419	Ogre	53	321	10626	10625
3420	Mogre Guard	0	1478	11441	11442
3421	Crab	23	202	3424	3426
3422	Mudskipper	30	749	3431	3432
3423	Mudskipper	31	749	3431	3432
3424	Crab	21	202	3424	3426
3425	Fish	0	748	3442	3441
3426	Fish	0	748	3442	3441
3427	Fish	0	748	3442	3441
3428	Fish	0	748	3442	3441
3429	Fish	0	748	3442	3441
3430	Fish	0	748	3442	3441
3431	Fish	0	748	3442	3441
3432	Fish	0	748	3442	3441
3433	Fish	0	748	3442	3441
3434	Fish	0	748	3442	3441
3435	Fish	0	748	3442	3441
3436	Fish	0	748	3442	3441
3437	Fish	0	748	3442	3441
3438	Fish	0	748	3442	3441
3439	Fish	0	748	3442	3441
3440	Fish	0	748	3442	3441
3441	Fish	0	748	3442	3441
3442	Fish	0	748	3442	3441
3443	Fish	0	751	3444	3443
3444	Fish	0	751	3444	3443
3445	Fish	0	751	3444	3443
3446	Fish	0	751	3444	3443
3447	Fish	0	751	3444	3443
3448	Fish	0	751	3444	3443
3449	Jogre	53	321	10626	10625
3450	Jogre	53	321	10626	10625
3451	Ogre	53	321	10626	10625
3452	? ? ? ?	0	4	808	819
3453	? ? ? ?	0	4	808	819
3454	? ? ? ?	0	4	808	819
3455	? ? ? ?	0	4	808	819
3456	? ? ? ?	0	4	808	819
3457	? ? ? ?	0	4	808	819
3458	? ? ? ?	0	4	808	819
3459	? ? ? ?	0	4	808	819
3460	? ? ? ?	0	4	808	819
3461	? ? ? ?	0	4	808	819
3463	Skrach Uglogwee	0	60	357	358
3464	Skrach Uglogwee	0	60	357	358
3465	Nung	0	1478	11441	11442
3466	Ogre	53	321	10626	10625
3467	Rantz	0	1476	11426	11463
3468	Rantz	1	1045	11439	11439
3471	Ogre boat	0	1044	11452	11453
3472	Ogre boat	0	1044	11452	11453
3473	Balloon Toad	0	767	3469	3469
3474	Balloon Toad	0	767	3469	3469
3475	Balloon Toad	0	766	3472	3472
3476	Jubbly bird	9	269	6803	6804
